DATE,MAX_TEMPERATURE_C,MIN_TEMPERATURE_C,WINDSPEED_MAX_KMH,TEMPERATURE_MORNING_C,TEMPERATURE_NOON_C,TEMPERATURE_EVENING_C,PRECIP_TOTAL_DAY_MM,HUMIDITY_MAX_PERCENT,VISIBILITY_AVG_KM,PRESSURE_MAX_MB,CLOUDCOVER_AVG_PERCENT,HEATINDEX_MAX_C,DEWPOINT_MAX_C,WINDTEMP_MAX_C,WEATHER_CODE_MORNING,WEATHER_CODE_NOON,WEATHER_CODE_EVENING,TOTAL_SNOW_MM,UV_INDEX,SUNHOUR,OPINION,SUNSET,SUNRISE,TEMPERATURE_NIGHT_C
01/01/2021,3,2,7,2,3,3,0.5,86,7.75,1014,82.625,3,1,0,116,332,122,0.3,1,3.2,météo très défavorable,17:05:00,08:44:00,2
02/01/2021,5,-1,7,2,4,4,0.1,76,10,1015,54.75,5,2,1,122,116,116,0,1,8.6,météo très défavorable,17:06:00,08:44:00,3
03/01/2021,4,2,10,3,3,3,0.3,92,10,1016,71.375,4,2,0,122,116,119,0,1,8.6,météo très défavorable,17:07:00,08:44:00,3
04/01/2021,3,2,13,2,2,3,1,95,6.875,1015,100,3,2,-2,332,326,332,0.7,1,3.2,météo très défavorable,17:08:00,08:44:00,2
05/01/2021,3,2,14,2,2,3,0.4,94,7.75,1017,98.375,3,1,-2,326,332,371,0.1,1,3.2,météo très défavorable,17:09:00,08:43:00,2
06/01/2021,3,1,11,1,3,2,0.5,95,9.375,1019,96.625,3,1,-2,326,122,368,0.3,1,3.3,météo très défavorable,17:10:00,08:43:00,1
07/01/2021,3,1,7,1,3,2,1,92,6.75,1018,85,3,1,0,122,338,329,0.9,1,3.3,météo très défavorable,17:11:00,08:43:00,2
08/01/2021,3,-4,5,1,2,1,0,88,10,1020,50.375,4,0,-1,116,326,116,0,1,5.1,météo très défavorable,17:13:00,08:42:00,1
09/01/2021,3,1,19,1,2,3,0,90,10,1025,22.75,3,0,-3,116,116,116,0,1,8.7,météo très défavorable,17:14:00,08:42:00,1
10/01/2021,4,0,12,0,2,3,0,88,10,1026,12.5,4,0,-4,116,116,116,0,2,8.7,météo très défavorable,17:15:00,08:41:00,1
11/01/2021,4,1,8,1,3,4,0,84,10,1026,49.75,4,2,0,116,116,122,0,2,5.1,météo très défavorable,17:17:00,08:41:00,2
12/01/2021,9,3,23,6,8,9,17.3,95,8.5,1019,100,9,8,2,296,296,296,0,2,3.3,météo très défavorable,17:18:00,08:40:00,5
13/01/2021,9,5,20,5,7,9,7.2,98,5.25,1021,96.375,9,7,5,119,296,266,0,2,3.3,météo très défavorable,17:19:00,08:40:00,5
14/01/2021,9,8,18,9,9,9,4.4,89,6.625,1021,97.75,9,7,6,266,176,296,0,2,3.3,météo défavorable,17:21:00,08:39:00,8
15/01/2021,5,1,17,3,3,3,0.4,89,9.875,1030,52.125,7,5,-3,176,323,113,0,1,6.9,météo très défavorable,17:22:00,08:38:00,5
16/01/2021,1,-5,15,0,1,-1,10.1,90,9.375,1030,79.75,1,2,-4,116,122,296,0,1,3.3,météo très défavorable,17:24:00,08:38:00,1
17/01/2021,7,1,11,4,5,5,0,93,9,1027,74.375,7,4,1,143,116,119,0,1,6.9,météo très défavorable,17:25:00,08:37:00,4
18/01/2021,6,3,13,3,4,5,0,94,9,1029,59.5,6,2,0,116,116,116,0,1,8.7,météo très défavorable,17:27:00,08:36:00,3
19/01/2021,8,4,23,4,6,7,2.2,84,8,1022,80,8,4,0,119,266,122,0,2,3.3,météo très défavorable,17:28:00,08:35:00,4
20/01/2021,10,5,25,6,8,9,0.2,67,9,1008,86.875,10,4,3,122,119,116,0,2,5.1,météo défavorable,17:30:00,08:34:00,6
21/01/2021,10,0,25,8,8,5,13.6,74,7.375,997,82.375,10,7,3,296,116,266,0,2,5.1,météo défavorable,17:31:00,08:33:00,10
22/01/2021,7,2,12,6,6,5,11.1,86,6.875,995,95.875,7,4,3,176,122,296,0,2,3.4,météo très défavorable,17:33:00,08:32:00,7
23/01/2021,5,0,13,3,5,4,2.6,85,9,1000,64.125,5,3,0,116,122,362,0.7,2,3.4,météo très défavorable,17:34:00,08:31:00,4
24/01/2021,5,-1,20,4,4,4,3.6,79,8.75,1004,42,5,1,0,113,116,119,1.2,2,5.2,météo très défavorable,17:36:00,08:30:00,4
25/01/2021,6,0,21,2,4,5,1.6,86,6.75,1015,64.5,6,0,-2,332,338,116,1.1,1,5.2,météo très défavorable,17:37:00,08:29:00,2
26/01/2021,5,1,13,1,4,4,0.1,84,10,1022,34.375,5,0,-1,116,116,116,0,2,8.7,météo très défavorable,17:39:00,08:28:00,2
27/01/2021,7,2,15,3,6,6,0.6,94,6.375,1020,98.125,8,7,0,122,122,143,0,2,3.4,météo très défavorable,17:41:00,08:27:00,3
28/01/2021,13,8,22,10,12,12,11.8,92,8.625,1015,90,13,10,8,296,302,353,0,3,3.4,météo défavorable,17:42:00,08:26:00,9
29/01/2021,11,9,35,10,10,10,11.2,82,9.25,1007,93.75,11,10,7,302,176,353,0,3,3.5,météo défavorable,17:44:00,08:24:00,11
30/01/2021,12,8,18,9,11,11,17.5,94,8.375,1006,88.875,12,8,6,296,296,353,0,4,3.5,météo très défavorable,17:45:00,08:23:00,8
31/01/2021,9,4,14,6,6,7,3.6,85,6.875,1002,100,9,7,2,266,122,122,0,2,3.5,météo très défavorable,17:47:00,08:22:00,8
01/02/2021,10,6,10,9,10,10,7.1,94,7.125,1004,94,10,8,8,296,266,122,0,2,3.5,météo défavorable,17:49:00,08:20:00,9
02/02/2021,14,7,22,9,13,13,6,92,8.75,1007,93.625,14,9,6,266,296,353,0,4,3.5,météo défavorable,17:50:00,08:19:00,7
03/02/2021,12,9,41,12,11,10,11.5,88,8.75,1009,93.875,12,10,7,353,296,176,0,3,3.5,météo défavorable,17:52:00,08:18:00,12
04/02/2021,10,6,11,7,9,9,0.3,89,9,1013,71.5,10,7,5,119,122,119,0,3,3.5,météo défavorable,17:54:00,08:16:00,7
05/02/2021,11,7,8,8,10,10,0.1,92,9,1013,83.625,11,8,6,116,122,116,0,2,3.5,météo défavorable,17:55:00,08:15:00,9
06/02/2021,10,8,17,8,10,10,10.2,86,9,1010,99,10,9,6,296,176,296,0,2,3.5,météo défavorable,17:57:00,08:13:00,8
07/02/2021,8,3,20,6,5,4,5.1,82,6.125,999,93,8,6,1,266,122,317,0.3,1,3.5,météo très défavorable,17:58:00,08:12:00,7
08/02/2021,2,0,9,0,2,1,0.4,75,9.5,1000,75,2,0,-1,326,116,122,0.3,1,6.6,météo très défavorable,18:00:00,08:10:00,0
09/02/2021,0,-3,11,-3,-1,0,0,76,10,1005,87.125,0,0,-7,122,119,122,0,1,5,météo très défavorable,18:02:00,08:08:00,-2
10/02/2021,-1,-7,22,-4,-2,-3,3.1,77,7,1020,43.875,0,0,-11,338,116,113,2.6,1,10,météo très défavorable,18:03:00,08:07:00,-3
11/02/2021,0,-4,18,-4,-1,0,0,67,10,1026,8.875,0,0,-8,116,116,116,0,2,10,météo très défavorable,18:05:00,08:05:00,-3
12/02/2021,0,-2,26,-2,0,-1,0,40,10,1027,35.75,0,0,-8,116,122,116,0,2,10,météo très défavorable,18:07:00,08:04:00,-2
13/02/2021,1,-4,24,-4,-1,0,0,39,10,1035,18.875,1,0,-10,113,116,116,0,2,10.1,météo très défavorable,18:08:00,08:02:00,-3
14/02/2021,1,-3,18,-3,-1,1,0,51,10,1035,41.125,1,0,-8,116,116,116,0,2,6.7,météo très défavorable,18:10:00,08:00:00,-2
15/02/2021,6,0,17,2,5,5,0.5,83,9.875,1029,54.875,6,4,-2,116,116,176,0,2,8.4,météo très défavorable,18:11:00,07:59:00,2
16/02/2021,9,3,22,4,7,9,0.1,87,9.625,1025,55.625,9,6,1,116,116,122,0,2,8.4,météo très défavorable,18:13:00,07:57:00,4
17/02/2021,10,7,18,7,9,10,0,94,10,1020,73.75,10,6,5,122,122,119,0,3,6.9,météo défavorable,18:15:00,07:55:00,7
18/02/2021,12,7,20,7,11,10,7.3,83,7.5,1015,83.875,12,7,5,122,266,296,0,3,5.3,météo défavorable,18:16:00,07:53:00,7
19/02/2021,12,5,15,5,10,11,0,90,10,1016,40.875,12,8,3,116,116,116,0,3,10.7,météo très défavorable,18:18:00,07:52:00,6
20/02/2021,16,9,21,9,13,15,0,83,10,1013,14.125,16,8,7,116,116,116,0,4,10.7,météo correcte,18:20:00,07:50:00,10
21/02/2021,15,9,14,9,13,15,0,68,10,1013,15.75,15,7,7,116,116,116,0,4,10.7,météo correcte,18:21:00,07:48:00,10
22/02/2021,13,10,18,10,13,13,0.4,62,9.375,1021,41.75,13,8,8,116,116,176,0,4,8.5,météo correcte,18:23:00,07:46:00,11
23/02/2021,15,10,20,10,13,14,0,80,10,1030,24.25,16,10,7,116,116,116,0,4,10.8,météo correcte,18:24:00,07:44:00,11
24/02/2021,19,11,15,11,15,19,0,91,10,1031,6.125,19,12,9,116,116,113,0,5,10.8,météo favorable,18:26:00,07:42:00,13
25/02/2021,16,11,11,11,14,15,0,76,10,1030,28.375,16,11,10,116,116,116,0,4,10.1,météo correcte,18:28:00,07:40:00,12
26/02/2021,11,2,16,9,9,6,2.2,82,9,1035,89,11,8,6,266,176,176,0,2,5.5,météo défavorable,18:29:00,07:38:00,10
27/02/2021,11,5,17,5,9,10,0,73,10,1038,3,11,2,3,116,116,116,0,3,10.9,météo très défavorable,18:31:00,07:37:00,7
28/02/2021,13,6,19,6,10,13,0,78,10,1036,0,13,5,3,113,113,113,0,3,11,météo correcte,18:32:00,07:35:00,7
01/03/2021,14,6,11,6,11,14,0,75,10,1031,0.125,14,7,5,113,113,113,0,4,11,météo correcte,18:34:00,07:33:00,7
02/03/2021,17,6,6,6,13,16,0,90,10,1029,16.125,17,7,6,116,119,116,0,4,11.1,météo correcte,18:36:00,07:31:00,8
03/03/2021,16,9,7,9,13,15,2,78,9.875,1029,35.125,16,9,9,116,116,116,0,4,11.1,météo correcte,18:37:00,07:29:00,10
04/03/2021,12,8,11,10,11,10,2.3,84,9.625,1025,79,12,9,9,176,119,176,0,3,5.6,météo défavorable,18:39:00,07:27:00,11
05/03/2021,7,3,19,3,5,6,0,73,10,1030,43.25,7,2,-2,116,122,113,0,2,10.1,météo très défavorable,18:40:00,07:25:00,5
06/03/2021,9,2,18,2,6,8,0,64,10,1031,0,9,0,-2,113,113,113,0,3,11.2,météo très défavorable,18:42:00,07:23:00,3
07/03/2021,11,4,10,4,9,11,0,60,10,1028,0,11,0,1,113,113,113,0,3,11.2,météo très défavorable,18:44:00,07:21:00,5
08/03/2021,10,3,9,3,7,9,0,76,10,1024,14.875,10,0,0,113,116,116,0,3,11.3,météo très défavorable,18:45:00,07:18:00,5
09/03/2021,12,3,7,3,9,12,0,73,10,1023,23.25,12,2,1,116,116,116,0,2,11.3,météo très défavorable,18:47:00,07:16:00,4
10/03/2021,10,5,20,5,8,9,0.6,83,9.875,1022,71.875,10,3,3,116,122,122,0,2,5.7,météo très défavorable,18:48:00,07:14:00,6
11/03/2021,12,6,27,11,12,11,9.1,86,7.5,1012,91,12,9,9,176,302,353,0,3,5.7,météo défavorable,18:50:00,07:12:00,10
12/03/2021,11,5,27,5,10,10,3.6,73,9.875,1014,71.25,11,4,2,116,122,353,0,2,5.7,météo très défavorable,18:51:00,07:10:00,6
13/03/2021,10,6,35,9,10,8,10.7,70,8.25,1009,88.75,10,4,5,353,299,353,0,2,5.7,météo défavorable,18:53:00,07:08:00,9
14/03/2021,10,5,23,5,9,9,1.2,72,9.875,1020,79.625,10,2,1,119,122,353,0,2,5.7,météo très défavorable,18:54:00,07:06:00,5
15/03/2021,11,7,23,8,10,10,7.6,84,7.5,1023,88,11,6,5,296,266,353,0,2,5.8,météo défavorable,18:56:00,07:04:00,7
16/03/2021,10,6,8,6,10,10,0,82,10,1029,73,10,5,5,116,116,122,0,2,7.2,météo défavorable,18:58:00,07:02:00,7
17/03/2021,9,5,24,6,8,8,0.4,76,10,1030,88,9,5,2,119,176,353,0,2,5.8,météo défavorable,18:59:00,07:00:00,7
18/03/2021,8,4,15,4,6,7,1.6,87,9.875,1030,86.375,8,5,1,176,176,353,0,3,6.2,météo très défavorable,19:01:00,06:57:00,4
19/03/2021,8,3,26,4,7,7,0,83,10,1027,56.875,8,2,0,119,122,119,0,2,10.3,météo très défavorable,19:02:00,06:55:00,4
20/03/2021,10,3,16,3,7,9,0,77,10,1030,20.125,10,1,-1,116,116,116,0,3,11.6,météo très défavorable,19:04:00,06:53:00,4
21/03/2021,11,5,12,5,8,10,0.2,83,10,1029,64.75,11,5,4,119,122,353,0,3,7.6,météo très défavorable,19:05:00,06:51:00,5
22/03/2021,10,4,12,4,8,10,0,84,10,1026,30.25,10,2,1,116,116,116,0,3,11.6,météo très défavorable,19:07:00,06:49:00,4
23/03/2021,14,5,4,5,11,13,0,79,10,1027,36.25,14,5,5,116,116,116,0,4,11.6,météo correcte,19:08:00,06:47:00,6
24/03/2021,16,7,11,7,13,15,0,79,10,1025,34.25,16,6,6,116,116,122,0,4,10.3,météo correcte,19:10:00,06:45:00,9
25/03/2021,15,9,10,9,13,14,0.4,82,10,1021,69.25,15,7,9,119,119,353,0,4,7.7,météo défavorable,19:11:00,06:43:00,10
26/03/2021,11,8,27,8,11,10,2.7,78,9.75,1021,72.5,11,6,5,119,116,296,0,2,7.7,météo défavorable,19:13:00,06:40:00,9
27/03/2021,13,6,12,6,11,13,0,70,10,1029,21.75,13,3,3,116,116,116,0,3,11.6,météo correcte,19:14:00,06:38:00,7
28/03/2021,18,9,18,9,15,18,0,73,10,1025,24,18,10,7,113,116,116,0,4,11.6,météo favorable,19:16:00,06:36:00,10
29/03/2021,21,11,8,11,18,20,0,74,10,1032,9.875,22,6,10,116,116,116,0,5,11.6,météo favorable,19:17:00,06:34:00,11
30/03/2021,24,13,10,13,21,24,0,72,10,1031,11.875,25,13,13,116,113,113,0,5,11.6,météo favorable,19:19:00,06:32:00,13
31/03/2021,24,13,8,13,22,23,0,80,10,1026,4.875,25,14,14,116,113,116,0,6,11.6,météo favorable,19:20:00,06:30:00,16
01/04/2021,24,16,14,16,22,22,0,73,10,1021,4.125,25,11,16,116,116,116,0,6,11.6,météo favorable,19:22:00,06:28:00,17
02/04/2021,14,8,22,8,12,13,0,70,10,1025,0.875,15,7,5,113,113,116,0,4,11.6,météo correcte,19:23:00,06:26:00,10
03/04/2021,13,4,19,4,10,13,0,81,10,1028,26.5,13,3,1,116,119,113,0,3,10.3,météo correcte,19:25:00,06:24:00,6
04/04/2021,17,5,13,5,13,16,0,79,10,1027,1.25,17,6,2,116,113,116,0,4,11.6,météo correcte,19:26:00,06:22:00,6
05/04/2021,11,4,25,6,8,5,0.3,76,10,1019,50.125,11,4,3,116,122,353,0,3,7.8,météo défavorable,19:28:00,06:20:00,8
06/04/2021,6,1,22,1,5,5,0.6,56,10,1022,51.125,6,0,-2,116,362,362,0,2,7.8,météo très défavorable,19:29:00,06:17:00,2
07/04/2021,8,2,18,2,7,7,0.1,68,9.75,1028,26.875,8,0,0,116,116,116,0.1,2,11.6,météo très défavorable,19:31:00,06:15:00,3
08/04/2021,13,4,12,4,11,13,0,70,10,1027,22.75,13,1,3,116,116,116,0,3,11.6,météo correcte,19:32:00,06:13:00,4
09/04/2021,15,6,13,6,13,14,1.7,65,9.75,1019,81.125,15,9,6,116,122,122,0,4,6.6,météo défavorable,19:34:00,06:11:00,7
10/04/2021,11,8,9,9,9,10,35.3,95,7,1012,100,11,9,8,302,302,302,0,2,6.6,météo très défavorable,19:35:00,06:09:00,10
11/04/2021,10,-2,18,9,4,2,13.8,96,6.625,1019,97.875,10,10,-1,143,302,176,0,1,6.7,météo très défavorable,19:37:00,06:07:00,10
12/04/2021,9,1,12,3,8,9,0,85,10,1031,27.875,9,1,1,116,116,116,0,2,9.1,météo très défavorable,19:38:00,06:05:00,3
13/04/2021,11,4,13,4,10,10,0,79,10,1033,41.75,11,2,2,119,116,116,0,3,11.6,météo très défavorable,19:40:00,06:03:00,6
14/04/2021,12,4,15,4,11,11,0,59,10,1032,16,12,0,2,116,116,116,0,3,11.6,météo très défavorable,19:41:00,06:02:00,5
15/04/2021,11,4,15,4,9,10,0,78,10,1030,29.25,11,0,0,116,116,116,0,3,12.1,météo très défavorable,19:43:00,06:00:00,4
16/04/2021,9,3,20,3,8,9,0.1,71,10,1028,56.125,9,2,0,116,116,176,0,3,11,météo très défavorable,19:44:00,05:58:00,4
17/04/2021,13,4,18,4,11,13,0,81,10,1026,19.25,13,2,1,116,116,116,0,2,13.9,météo correcte,19:46:00,05:56:00,4
18/04/2021,12,5,11,5,11,11,0,79,10,1024,74.25,12,4,3,116,119,119,0,2,9.9,météo très défavorable,19:47:00,05:54:00,5
19/04/2021,15,8,8,8,13,14,0.1,74,10,1022,70.625,15,5,6,122,119,176,0,3,11,météo défavorable,19:49:00,05:52:00,8
20/04/2021,16,10,9,10,15,15,0.4,68,10,1018,63.5,16,5,10,116,176,116,0,3,11.1,météo correcte,19:50:00,05:50:00,10
21/04/2021,16,9,16,9,15,15,0,82,10,1020,40.5,16,7,8,116,116,116,0,4,14,météo correcte,19:52:00,05:48:00,9
22/04/2021,14,6,19,6,12,13,0,72,10,1024,5.125,14,3,3,116,116,116,0,4,14.1,météo correcte,19:53:00,05:46:00,7
23/04/2021,17,8,19,8,15,17,0,71,10,1028,0,17,6,5,113,113,113,0,4,14.1,météo correcte,19:55:00,05:44:00,9
24/04/2021,19,9,18,9,17,17,0,63,10,1025,14.125,19,7,7,113,116,116,0,4,14.1,météo favorable,19:56:00,05:43:00,10
25/04/2021,17,7,21,7,15,15,0,69,10,1023,10.375,17,4,5,116,116,116,0,4,14.2,météo correcte,19:58:00,05:41:00,8
26/04/2021,17,6,22,6,14,16,0,66,10,1021,1,17,5,3,116,113,113,0,4,14.2,météo correcte,19:59:00,05:39:00,7
27/04/2021,18,8,14,8,16,17,0,60,10,1011,5,18,4,5,113,116,116,0,4,14.5,météo favorable,20:00:00,05:37:00,9
28/04/2021,18,8,6,8,17,17,0,69,10,1007,19.25,18,5,7,116,116,116,0,4,14.5,météo favorable,20:02:00,05:35:00,9
29/04/2021,12,7,13,7,11,11,0,82,10,1013,50,12,5,4,116,119,122,0,4,12.4,météo défavorable,20:03:00,05:34:00,7
30/04/2021,13,8,8,8,11,12,0,67,10,1015,83.875,13,2,7,122,122,122,0,3,9.2,météo défavorable,20:05:00,05:32:00,8
01/05/2021,15,7,14,7,13,14,0,68,10,1014,28.125,15,4,6,116,116,116,0,4,14.5,météo correcte,20:06:00,05:30:00,8
02/05/2021,14,6,11,6,13,13,0.7,84,10,1022,45.125,14,6,5,116,116,116,0,3,14.5,météo correcte,20:08:00,05:29:00,6
03/05/2021,15,8,17,8,14,14,0.1,79,10,1023,36.625,15,5,8,116,116,116,0,3,14.5,météo correcte,20:09:00,05:27:00,8
04/05/2021,13,8,29,8,13,12,4.9,86,9,1011,82.75,13,7,4,296,293,176,0,4,11.4,météo défavorable,20:11:00,05:25:00,8
05/05/2021,12,7,21,7,12,12,1,74,9.875,1015,54.5,12,4,4,116,353,176,0,3,12.4,météo défavorable,20:12:00,05:24:00,8
06/05/2021,9,0,11,7,8,4,6,92,8.875,1013,86.875,9,7,5,116,176,296,0,2,10.4,météo défavorable,20:13:00,05:22:00,7
07/05/2021,14,7,8,7,12,13,0.5,84,10,1016,74.625,14,5,6,122,176,176,0,3,9.3,météo défavorable,20:15:00,05:20:00,7
08/05/2021,20,7,21,7,15,20,0.1,80,10,1018,39.375,20,12,5,116,176,116,0,4,12.4,météo favorable,20:16:00,05:19:00,8
09/05/2021,23,15,29,15,23,17,2.6,80,9.375,1006,60.125,23,13,14,176,176,176,0,5,10.4,météo correcte,20:18:00,05:17:00,15
10/05/2021,18,12,21,12,18,17,4.1,90,9.75,1009,84.625,18,12,10,296,119,176,0,4,9.4,météo défavorable,20:19:00,05:16:00,13
11/05/2021,15,11,16,11,15,13,0.9,84,9.625,1012,60.125,15,10,11,116,176,176,0,4,9.4,météo correcte,20:20:00,05:14:00,11
12/05/2021,17,9,11,9,16,17,0.1,82,10,1014,34.5,17,7,8,116,116,116,0,3,13.5,météo correcte,20:22:00,05:13:00,9
13/05/2021,15,9,13,9,14,14,6,94,9.5,1011,80.125,15,8,7,296,176,353,0,3,9.4,météo défavorable,20:23:00,05:12:00,11
14/05/2021,12,8,16,8,11,12,4,90,9.75,1010,61.875,12,9,7,116,122,353,0,3,10.5,météo défavorable,20:24:00,05:10:00,8
15/05/2021,15,9,19,9,12,14,3.7,91,8.875,1009,76,15,10,6,353,296,176,0,3,9.5,météo défavorable,20:26:00,05:09:00,9
16/05/2021,16,9,24,10,16,14,2.8,88,9.625,1007,80.25,16,9,7,176,176,176,0,3,9.5,météo défavorable,20:27:00,05:08:00,9
17/05/2021,14,10,22,10,12,13,7.3,86,9.5,1011,91.25,14,10,7,353,353,353,0,3,9.5,météo défavorable,20:28:00,05:06:00,10
18/05/2021,15,9,21,9,13,14,3,91,9.875,1021,96.125,15,9,6,353,353,353,0,3,9.5,météo défavorable,20:30:00,05:05:00,9
19/05/2021,12,9,17,9,11,11,4.6,95,7.625,1022,86.625,12,9,7,353,353,353,0,3,9.5,météo défavorable,20:31:00,05:04:00,9
20/05/2021,18,8,12,9,16,17,0.1,87,10,1026,35.375,18,7,7,116,116,116,0,3,14.5,météo favorable,20:32:00,05:03:00,8
21/05/2021,17,10,29,10,17,16,1.5,83,8,1015,66,17,7,8,266,176,176,0,4,11.5,météo défavorable,20:34:00,05:01:00,11
22/05/2021,13,10,26,10,13,13,5.6,74,9.875,1013,86,13,10,7,176,353,353,0,3,9.6,météo défavorable,20:35:00,05:00:00,10
23/05/2021,15,7,22,8,14,15,0.4,85,10,1016,63.25,15,8,6,116,176,176,0,3,10.8,météo correcte,20:36:00,04:59:00,7
24/05/2021,15,9,24,9,15,13,5,91,9.625,1013,72.75,15,8,6,296,176,353,0,4,9.9,météo défavorable,20:37:00,04:58:00,10
25/05/2021,13,7,26,8,13,12,4.3,84,9.625,1019,87.5,13,10,4,122,122,353,0,3,9.9,météo défavorable,20:38:00,04:57:00,7
26/05/2021,14,9,21,10,14,10,14.4,95,9.125,1018,98.25,14,9,7,296,353,296,0,3,9.9,météo défavorable,20:39:00,04:56:00,10
27/05/2021,21,11,4,14,21,20,0,67,10,1022,25.375,24,11,14,116,113,116,0,5,14.5,météo favorable,20:41:00,04:55:00,11
28/05/2021,19,12,13,12,19,18,0,83,10,1024,26.375,19,11,12,116,116,116,0,5,14.5,météo favorable,20:42:00,04:55:00,12
29/05/2021,21,12,15,13,20,20,0,74,10,1026,43.75,21,10,13,116,116,119,0,5,14.5,météo favorable,20:43:00,04:54:00,12
30/05/2021,21,12,18,13,20,20,0,73,10,1026,36.75,23,12,12,122,116,122,0,5,13.6,météo favorable,20:44:00,04:53:00,12
31/05/2021,21,13,19,15,20,21,0,75,10,1023,2.75,23,12,15,116,113,116,0,5,14.5,météo favorable,20:45:00,04:52:00,13
01/06/2021,25,15,15,15,23,24,0,75,10,1018,4.75,26,15,15,113,116,116,0,6,14.5,météo favorable,20:46:00,04:51:00,15
02/06/2021,20,13,9,16,20,16,5.2,92,9.125,1015,48.5,22,18,16,116,116,296,0,5,11.8,météo favorable,20:47:00,04:51:00,16
03/06/2021,26,17,8,18,25,24,4.6,90,7.625,1021,71.125,27,20,18,143,176,353,0,5,10,météo défavorable,20:48:00,04:50:00,17
04/06/2021,25,17,7,17,25,22,7.6,93,8,1023,59.75,26,19,17,143,176,353,0,5,13.6,météo correcte,20:49:00,04:50:00,17
05/06/2021,19,14,12,14,16,19,1.6,97,8,1026,90.5,19,14,13,266,122,353,0,4,10,météo défavorable,20:49:00,04:49:00,14
